Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Male,Country,GDP origin,GDP,Timestamp,Clicked on Ad,Ad Topic Line,Region,Month,DayOfWeek,Hour
43.59,36,58849.77,132.31,1,Congo,11892806509,-0.24,5/26/2016 13:43,1,Re-engineered,Africa,M5,D5,H13
60.07,42,65963.37,120.75,1,United Kingdom,2.7E+12,2.45,4/15/2016 10:16,1,Total,Europe,M4,D6,H10
54.43,37,75180.2,154.74,1,Luxembourg,62216885436,-0.19,5/31/2016 9:06,1,Balanced,Europe,M5,D3,H9
81.99,33,61270.14,230.9,0,French Polynesia,5497037293,-0.25,2/15/2016 14:13,0,Inverse,Oceania,M2,D2,H14
60.53,29,56759.48,123.28,0,Papua New Guinea,20759069103,-0.23,5/9/2016 10:21,1,Networked,Oceania,M5,D2,H10
84.69,31,46160.63,231.85,1,Maldives,4379136462,-0.25,7/7/2016 23:32,0,Right-sized,Asia,M7,D5,H23
88.72,32,43870.51,211.87,1,Zambia,20958412538,-0.23,1/3/2016 17:10,0,Customer-focused,Africa,M1,D1,H17
88.89,35,50439.49,218.8,1,Cook Islands,843929640,-0.25,7/17/2016 18:55,0,Balanced,Oceania,M7,D1,H18
69.58,43,28028.74,255.07,0,Congo,11892806509,-0.24,4/4/2016 18:36,1,Cross-group,Africa,M4,D2,H18
85.23,36,64238.71,212.92,1,Senegal,19040312815,-0.23,2/27/2016 12:34,0,Visionary,Africa,M2,D7,H12
83.55,39,65816.38,221.18,1,Myanmar,60291736894,-0.19,6/8/2016 20:13,0,Switchable,Asia,M6,D4,H20
56.66,42,72684.44,139.42,0,Dominican Republic,75704720190,-0.18,2/20/2016 10:52,1,Upgradable,North America,M2,D7,H10
56.39,27,38817.4,248.12,1,Bahrain,32234973404,-0.22,3/23/2016 21:06,0,Configurable,Asia,M3,D4,H21
76.24,27,63976.44,214.42,0,Puerto Rico,1.04E+11,-0.15,6/7/2016 1:29,0,Monitored,North America,M6,D3,H1
57.64,36,37212.54,110.25,1,Chile,2.49E+11,0,1/18/2016 15:18,1,Robust,South America,M1,D2,H15
78.18,23,52691.79,167.67,0,Bolivia,33941126200,-0.22,6/9/2016 19:32,0,Customer-focused,South America,M6,D5,H19
46.04,32,65499.93,147.92,0,Serbia,40692643373,-0.21,5/30/2016 20:07,1,Universal,Europe,M5,D2,H20
79.4,35,63966.72,236.87,0,Malaysia,3.01E+11,0.05,4/1/2016 9:21,0,User-centric,Asia,M4,D6,H9
36.44,39,52400.88,147.64,1,Estonia,24072829277,-0.23,5/31/2016 6:21,1,Configurable,Europe,M5,D3,H6
53.14,38,49111.47,109,1,Greenland,2707146783,-0.25,7/3/2016 22:13,1,Automated,North America,M7,D1,H22
32.84,40,41232.89,171.72,0,Trinidad and Tobago,23496215885,-0.23,3/10/2016 1:36,1,Triple-buffered,North America,M3,D5,H1
73.72,32,52140.04,256.4,1,Thailand,4.13E+11,0.16,3/18/2016 2:39,0,Universal,Asia,M3,D6,H2
38.1,34,60641.09,214.38,1,Philippines,3.19E+11,0.07,5/30/2016 18:08,1,Optional,Asia,M5,D2,H18
73.93,44,74180.05,218.22,0,Niue,843929640,-0.25,2/20/2016 0:06,0,Quality-focused,Oceania,M2,D7,H0
51.87,50,51869.87,119.65,0,Afghanistan,18019558182,-0.24,3/10/2016 22:28,1,Team-oriented,Asia,M3,D5,H22
77.69,22,48852.58,169.88,1,Angola,49840491178,-0.2,6/21/2016 14:32,0,Horizontal,Africa,M6,D3,H14
43.41,28,59144.02,160.73,0,Egypt,3.32E+11,0.08,2/5/2016 15:26,1,Customer-focused,Africa,M2,D6,H15
55.92,24,33951.63,145.08,0,Fiji,4930204220,-0.25,5/31/2016 21:41,1,Focused,Oceania,M5,D3,H21
80.67,34,58909.36,239.76,0,Portugal,2.06E+11,-0.05,1/1/2016 2:52,0,Seamless,Europe,M1,D6,H2
83.42,25,49850.52,183.42,1,Austria,3.96E+11,0.14,3/4/2016 14:10,0,Advanced,Europe,M3,D6,H14
82.12,52,28679.93,201.15,1,Germany,3.47E+12,3.23,2/3/2016 10:40,1,Fully-configurable,Europe,M2,D4,H10
66.17,33,69869.66,238.45,0,Panama,57907700000,-0.2,1/20/2016 0:26,0,Cross-group,North America,M1,D4,H0
43.01,35,48347.64,127.37,0,United States of America,14032401568,-0.24,6/11/2016 9:37,1,Organized,North America,M6,D7,H9
80.05,25,45959.86,219.94,1,Christmas Island,73215012755,-0.18,3/8/2016 5:48,0,Networked,Asia,M3,D3,H5
64.88,42,70005.51,129.8,1,Equatorial Guinea,11240809132,-0.24,2/14/2016 22:23,1,Customizable,Africa,M2,D1,H22
79.82,26,51512.66,223.28,1,Micronesia,843929640,-0.25,7/17/2016 22:04,0,Function-based,Oceania,M7,D1,H22
48.03,40,25598.75,134.6,1,Malta,11668253265,-0.24,6/2/2016 22:16,1,Networked,Europe,M6,D5,H22
32.99,45,49282.87,177.46,0,Ecuador,99937696000,-0.15,4/30/2016 19:42,1,Phased,South America,M4,D7,H19
74.88,27,67240.25,175.17,1,Sudan,1.03E+11,-0.15,4/17/2016 6:58,0,Organized,Africa,M4,D1,H6
36.49,52,42136.33,196.61,1,Lao People's Democratic Republic,73215012755,-0.18,3/9/2016 0:41,1,Object-based,Asia,M3,D4,H0
88.04,45,62589.84,191.17,1,Saint Vincent and the Grenadines,14032401568,-0.24,3/7/2016 20:02,0,Profound,North America,M3,D2,H20
45.7,33,67384.31,151.12,1,Switzerland,6.88E+11,0.44,5/26/2016 10:33,1,Self-enabling,Europe,M5,D5,H10
82.38,35,25603.93,159.6,0,Spain,1.23E+12,0.98,7/18/2016 1:36,1,Polarized,Europe,M7,D2,H1
52.68,23,39616,149.2,1,Turks and Caicos Islands,1032452000,-0.25,7/16/2016 5:56,1,Vision-oriented,North America,M7,D7,H5
65.59,47,28265.81,121.81,0,Indonesia,9.32E+11,0.68,3/22/2016 6:41,1,Digitized,Asia,M3,D3,H6
65.65,25,63879.72,224.92,1,Cook Islands,843929640,-0.25,6/3/2016 6:34,0,Intuitive,Oceania,M6,D6,H6
43.84,36,70592.81,167.42,0,Australia,1.21E+12,0.96,6/28/2016 9:19,1,Public-key,Oceania,M6,D3,H9
67.69,37,76408.19,216.57,0,Finland,2.41E+11,-0.01,7/18/2016 18:33,0,Monitored,Europe,M7,D2,H18
78.37,24,55015.08,207.27,0,Pakistan,3.14E+11,0.06,1/23/2016 4:47,0,Quality-focused,Asia,M1,D7,H4
81.46,29,51636.12,231.54,0,Ireland,2.99E+11,0.05,2/29/2016 11:00,0,Intuitive,Europe,M2,D2,H11
47.48,31,29359.2,141.34,0,Eritrea,11892806509,-0.24,6/30/2016 0:19,1,Reverse-engineered,Africa,M6,D5,H0
75.15,33,71296.67,219.49,1,France,2.47E+12,2.23,6/19/2016 18:19,0,Synchronized,Europe,M6,D1,H18
78.76,24,46422.76,219.98,1,Austria,3.96E+11,0.14,1/8/2016 8:08,0,Reactive,Europe,M1,D6,H8
44.96,50,52802,132.71,1,Heard Island and McDonald Islands,843929640,-0.25,1/2/2016 12:25,1,Focused,Oceania,M1,D7,H12
39.56,41,59243.46,143.13,1,Western Sahara,11892806509,-0.24,5/13/2016 11:57,1,Ameliorated,Africa,M5,D6,H11
39.76,28,35350.55,196.83,1,Liberia,3398419600,-0.25,2/8/2016 14:02,1,Integrated,Africa,M2,D2,H14
57.11,22,59677.64,207.17,1,Dominican Republic,75704720190,-0.18,6/7/2016 23:46,0,Self-enabling,North America,M6,D3,H23
83.26,40,70225.6,187.76,1,Tonga,420540179,-0.25,1/2/2016 14:36,0,Decentralized,Oceania,M1,D7,H14
69.42,25,65791.17,213.38,0,Lao People's Democratic Republic,73215012755,-0.18,2/13/2016 4:16,0,Quality-focused,Asia,M2,D7,H4
50.6,30,34191.13,129.88,1,United States of America,14032401568,-0.24,5/3/2016 12:57,1,Realigned,North America,M5,D3,H12
46.2,37,51315.38,119.3,0,Belgium,4.76E+11,0.22,4/3/2016 11:38,1,Distributed,Europe,M4,D1,H11
66.88,35,62790.96,119.47,1,Indonesia,9.32E+11,0.68,3/23/2016 19:58,1,Polarized,Asia,M3,D4,H19
83.97,40,66291.67,158.42,1,Croatia,52397494687,-0.2,2/2/2016 11:49,0,Progressive,Europe,M2,D3,H11
76.56,30,68030.18,213.75,0,Brunei Darussalam,11400854268,-0.24,3/8/2016 10:39,0,Business-focused,Asia,M3,D3,H10
35.49,48,43974.49,159.77,0,American Samoa,671000000,-0.25,4/8/2016 14:35,1,Fully-configurable,Oceania,M4,D6,H14
80.29,31,49457.48,244.87,1,Netherlands Antilles,14032401568,-0.24,6/30/2016 0:40,0,Ameliorated,North America,M6,D5,H0
50.19,40,33987.27,117.3,0,Thailand,4.13E+11,0.16,3/25/2016 19:02,1,Progressive,Asia,M3,D6,H19
59.12,33,28210.03,124.54,0,Greece,1.93E+11,-0.06,5/12/2016 21:32,1,Synergistic,Europe,M5,D5,H21
59.88,30,75535.14,193.63,1,French Polynesia,5497037293,-0.25,3/2/2016 5:11,0,Reverse-engineered,Oceania,M3,D4,H5
59.7,28,49158.5,120.25,0,Guernsey,62216885436,-0.19,5/10/2016 14:12,1,Expanded,Europe,M5,D3,H14
67.8,30,39809.69,117.75,1,Isle of Man,6846691871,-0.25,3/3/2016 2:59,1,Team-oriented,Europe,M3,D5,H2
81.59,35,65826.53,223.16,0,Holy See (Vatican City State),62216885436,-0.19,7/4/2016 11:03,0,Managed,Europe,M7,D2,H11
81.1,29,61172.07,216.49,1,El Salvador,24191430000,-0.23,7/8/2016 3:47,0,Front-line,North America,M7,D6,H3
41.7,39,42898.21,126.95,0,China,1.12E+13,11.02,5/27/2016 5:35,1,Innovative,Asia,M5,D6,H5
73.94,27,68333.01,173.49,0,Myanmar,60291736894,-0.19,2/10/2016 13:46,0,Function-based,Asia,M2,D4,H13
58.35,37,70232.95,132.63,0,Macao,73215012755,-0.18,6/12/2016 21:21,1,Universal,Asia,M6,D1,H21
51.56,46,63102.19,124.85,0,Australia,1.21E+12,0.96,1/7/2016 13:58,1,Business-focused,Oceania,M1,D5,H13
79.81,37,51847.26,253.17,0,United States Virgin Islands,14032401568,-0.24,5/13/2016 14:12,0,Realigned,North America,M5,D6,H14
66.17,26,63580.22,228.7,0,Mexico,1.08E+12,0.83,5/2/2016 0:01,0,Business-focused,North America,M5,D2,H0
58.21,37,47575.44,105.94,0,Djibouti,2604955229,-0.25,2/7/2016 17:06,1,Open-source,Africa,M2,D1,H17
66.12,49,39031.89,113.8,0,Cote d'Ivoire,47964234560,-0.21,2/15/2016 7:27,1,Stand-alone,Africa,M2,D2,H7
80.47,42,70505.06,215.18,1,Mali,14026048691,-0.24,2/21/2016 5:23,0,Grass-roots,Africa,M2,D1,H5
77.05,31,62161.26,236.64,0,Jamaica,14077109397,-0.24,3/20/2016 22:27,0,Upgradable,North America,M3,D1,H22
49.99,41,61068.26,121.07,0,Romania,1.85E+11,-0.07,3/24/2016 9:34,1,Profound,Europe,M3,D5,H9
80.3,58,49090.51,173.43,0,Cayman Islands,4909498980,-0.25,4/4/2016 20:01,1,Managed,North America,M4,D2,H20
79.36,33,62330.75,234.72,1,Gambia,11892806509,-0.24,1/2/2016 4:50,0,Cross-platform,Africa,M1,D7,H4
57.86,30,18819.34,166.86,0,Algeria,1.6E+11,-0.09,7/8/2016 17:14,1,Horizontal,Africa,M7,D6,H17
70.29,26,62053.37,231.37,1,Puerto Rico,1.04E+11,-0.15,3/28/2016 19:48,0,Vision-oriented,North America,M3,D2,H19
84.53,33,61922.06,215.18,1,Norfolk Island,843929640,-0.25,7/11/2016 9:32,0,Optional,Oceania,M7,D2,H9
59.13,44,49525.37,106.04,1,Turkey,73215012755,-0.18,6/9/2016 17:11,1,Upgradable,Asia,M6,D5,H17
81.51,41,53412.32,250.03,0,Guinea,8595955581,-0.25,5/19/2016 9:30,0,Future-proofed,Africa,M5,D5,H9
42.94,37,56681.65,130.4,1,Moldova,8071469355,-0.25,4/12/2016 12:35,1,Synergistic,Europe,M4,D3,H12
84.81,32,43299.63,233.93,1,Greece,1.93E+11,-0.06,7/4/2016 23:17,0,Multi-layered,Europe,M7,D2,H23
82.79,34,47997.75,132.08,0,American Samoa,671000000,-0.25,2/1/2016 0:52,1,Team-oriented,Oceania,M2,D2,H0
59.22,55,39131.53,126.39,1,Honduras,21717622071,-0.23,1/13/2016 2:39,1,Polarized,North America,M1,D4,H2
35,40,46033.73,151.25,1,Mongolia,11181350461,-0.24,6/18/2016 16:02,1,Fully-configurable,Asia,M6,D7,H16
46.61,42,65856.74,136.18,0,Ethiopia,74296618481,-0.18,1/1/2016 20:17,1,Progressive,Africa,M1,D6,H20
63.26,29,54787.37,120.46,1,Ethiopia,74296618481,-0.18,3/2/2016 4:02,1,Customizable,Africa,M3,D4,H4
79.16,32,69562.46,202.9,1,Sri Lanka,88012262257,-0.17,3/30/2016 20:23,0,Compatible,Asia,M3,D4,H20
67.94,43,68447.17,128.16,0,Morocco,1.12E+11,-0.14,5/1/2016 0:23,1,Assimilated,Africa,M5,D1,H0
79.91,32,62772.42,230.18,1,United Arab Emirates,3.69E+11,0.12,6/17/2016 3:02,0,Total,Asia,M6,D6,H3
66.14,41,78092.95,165.27,0,Western Sahara,11892806509,-0.24,3/23/2016 8:52,0,Re-engineered,Africa,M3,D4,H8
43.65,39,63649.04,138.87,0,Western Sahara,11892806509,-0.24,5/8/2016 22:24,1,Business-focused,Africa,M5,D1,H22
59.61,21,60637.62,198.45,1,Cambodia,20016747754,-0.23,4/6/2016 5:55,0,Future-proofed,Asia,M4,D4,H5
46.61,52,27241.11,156.99,0,New Zealand,1.89E+11,-0.06,4/5/2016 5:54,1,Ergonomic,Oceania,M4,D3,H5
89.37,34,42760.22,162.03,1,Australia,1.21E+12,0.96,4/16/2016 12:26,0,Compatible,Oceania,M4,D7,H12
65.1,49,59457.52,118.1,1,Bulgaria,53953897624,-0.2,6/1/2016 3:44,1,Up-sized,Europe,M6,D4,H3
53.44,42,42907.89,108.17,1,Libyan Arab Jamahiriya,11892806509,-0.24,4/4/2016 22:00,1,Up-sized,Africa,M4,D2,H22
79.53,51,46132.18,244.91,0,Barbados,4832811750,-0.25,6/26/2016 4:22,0,Managed,North America,M6,D1,H4
91.43,39,46964.11,209.91,1,French Polynesia,5497037293,-0.25,7/7/2016 3:55,0,Organic,Oceania,M7,D5,H3
73.57,30,70377.23,212.38,0,Uruguay,57236652490,-0.2,3/20/2016 8:22,0,Pre-emptive,South America,M3,D1,H8
78.76,32,70012.83,208.02,1,Uruguay,57236652490,-0.2,4/20/2016 10:04,0,Managed,South America,M4,D4,H10
76.49,23,56457.01,181.11,0,Brazil,1.8E+12,1.55,3/25/2016 5:05,0,Public-key,South America,M3,D6,H5
61.72,26,67279.06,218.49,0,Venezuela,99937696000,-0.15,2/14/2016 7:15,0,Grass-roots,South America,M2,D1,H7
84.53,35,54773.99,236.29,0,Myanmar,60291736894,-0.19,3/26/2016 0:32,0,User-centric,Asia,M3,D7,H0
72.03,34,70783.94,230.95,1,Malta,11668253265,-0.24,7/5/2016 22:33,0,Up-sized,Europe,M7,D3,H22
77.47,36,70510.59,222.91,1,Jamaica,14077109397,-0.24,3/14/2016 3:29,0,Assimilated,North America,M3,D2,H3
75.65,39,64021.55,247.9,1,Bahrain,32234973404,-0.22,5/30/2016 2:34,0,Organized,Asia,M5,D2,H2
78.15,33,72042.85,194.37,0,Algeria,1.6E+11,-0.09,3/7/2016 22:32,0,Ergonomic,Africa,M3,D2,H22
63.8,38,36037.33,108.7,1,Tuvalu,41629497,-0.25,3/19/2016 0:27,1,Adaptive,Oceania,M3,D7,H0
76.59,29,67526.92,211.64,0,Georgia,15141758567,-0.24,6/18/2016 5:17,0,Reverse-engineered,Asia,M6,D7,H5
42.6,55,55121.65,168.29,0,Cambodia,20016747754,-0.23,7/11/2016 18:12,1,Switchable,Asia,M7,D2,H18
78.77,28,63497.62,211.83,0,Guam,5901000000,-0.25,1/1/2016 8:27,0,Public-key,Oceania,M1,D6,H8
83.4,39,60879.48,235.01,0,Tanzania,49774004999,-0.2,4/7/2016 1:57,0,Advanced,Africa,M4,D5,H1
79.53,33,61467.33,236.72,0,Indonesia,9.32E+11,0.68,2/28/2016 22:02,0,Profound,Asia,M2,D1,H22
73.89,35,70495.64,229.99,1,Somalia,5534000000,-0.25,6/26/2016 17:25,0,Multi-channeled,Africa,M6,D1,H17
75.8,36,71222.4,224.9,0,Belize,2258500000,-0.25,1/21/2016 4:30,0,Multi-layered,North America,M1,D5,H4
81.95,31,64698.58,208.76,1,Serbia,40692643373,-0.21,5/1/2016 21:46,0,Distributed,Europe,M5,D1,H21
56.39,58,32252.38,154.23,0,Australia,1.21E+12,0.96,2/14/2016 10:06,1,Programmable,Oceania,M2,D1,H10
44.73,35,55316.97,127.56,1,Guam,5901000000,-0.25,1/27/2016 18:25,1,Object-based,Oceania,M1,D4,H18
38.35,33,47447.89,145.48,1,Christmas Island,73215012755,-0.18,6/16/2016 20:24,1,Horizontal,Asia,M6,D5,H20
72.53,37,73474.82,223.93,0,Papua New Guinea,20759069103,-0.23,7/21/2016 10:01,0,Synchronized,Oceania,M7,D5,H10
56.2,49,53549.94,114.85,1,Bahamas,14032401568,-0.24,4/21/2016 18:31,1,Adaptive,North America,M4,D5,H18
79.67,28,58576.12,226.79,0,Comoros,1012835518,-0.25,7/20/2016 1:56,0,Total,Africa,M7,D4,H1
75.42,26,63373.7,164.25,1,Western Sahara,11892806509,-0.24,2/26/2016 17:14,0,Optional,Africa,M2,D6,H17
78.64,31,60283.47,235.28,1,Nicaragua,13286083645,-0.24,1/16/2016 17:56,0,Integrated,North America,M1,D7,H17
67.69,44,37345.34,109.22,0,Guam,5901000000,-0.25,4/1/2016 1:57,1,Fundamental,Oceania,M4,D6,H1
38.35,41,34886.01,144.69,1,Vanuatu,780889606,-0.25,6/24/2016 8:42,1,Synergistic,Oceania,M6,D6,H8
59.52,44,67511.86,251.08,1,Bolivia,33941126200,-0.22,5/27/2016 18:45,0,Managed,South America,M5,D6,H18
62.26,37,77988.71,166.19,0,Malawi,5433040160,-0.25,5/26/2016 15:40,0,Vision-oriented,Africa,M5,D5,H15
64.75,36,63001.03,117.66,0,Venezuela,99937696000,-0.15,4/6/2016 1:19,1,Multi-tiered,South America,M4,D4,H1
79.97,26,61747.98,185.45,1,Nepal,24524098185,-0.23,1/8/2016 19:38,0,Down-sized,Asia,M1,D6,H19
47.9,42,48467.68,114.53,0,United Kingdom,2.7E+12,2.45,2/24/2016 19:08,1,Cross-group,Europe,M2,D4,H19
80.38,30,55130.96,238.06,0,Albania,11861199831,-0.24,3/10/2016 7:07,0,Business-focused,Europe,M3,D5,H7
64.51,42,79484.8,190.71,1,Madagascar,11848613735,-0.24,4/29/2016 7:49,0,Virtual,Africa,M4,D6,H7
71.28,37,67307.43,246.72,1,Guyana,4482697337,-0.25,4/10/2016 16:08,0,Distributed,South America,M4,D1,H16
50.32,40,27964.6,125.65,0,Yemen,73215012755,-0.18,4/27/2016 18:25,1,Realigned,Asia,M4,D4,H18
72.76,33,66431.87,240.63,1,India,2.29E+12,2.05,5/10/2016 4:28,0,Virtual,Asia,M5,D3,H4
72.8,35,63551.67,249.54,0,Puerto Rico,1.04E+11,-0.15,1/3/2016 23:21,0,Public-key,North America,M1,D1,H23
74.59,23,40135.06,158.35,1,United States Virgin Islands,14032401568,-0.24,2/15/2016 16:52,1,Phased,North America,M2,D2,H16
46.66,45,49101.67,118.16,0,Antigua and Barbuda,1436585185,-0.25,3/9/2016 2:07,1,Grass-roots,North America,M3,D4,H2
48.86,54,53188.69,134.46,0,French Guiana,99937696000,-0.15,1/9/2016 17:33,1,Proactive,South America,M1,D7,H17
37.05,39,49742.83,142.81,1,Antigua and Barbuda,1436585185,-0.25,2/3/2016 5:47,1,Automated,North America,M2,D4,H5
81.21,36,63394.41,233.04,0,Turkmenistan,36169428571,-0.22,1/2/2016 9:30,0,User-friendly,Asia,M1,D7,H9
66.89,23,64433.99,208.24,1,Honduras,21717622071,-0.23,1/4/2016 7:28,0,Universal,North America,M1,D2,H7
68.11,38,73884.48,231.21,0,Seychelles,1490228319,-0.25,1/7/2016 21:21,0,Reactive,Africa,M1,D5,H21
69.15,46,36424.94,112.72,0,Cyprus,21046951516,-0.23,7/24/2016 0:22,1,Automated,Europe,M7,D1,H0
65.72,36,28275.48,120.12,0,Saint Pierre and Miquelon,14032401568,-0.24,2/13/2016 13:57,1,Managed,North America,M2,D7,H13
40.04,27,48098.86,161.58,0,Poland,4.7E+11,0.22,5/8/2016 10:25,1,Cross-platform,Europe,M5,D1,H10
68.6,33,68448.94,135.08,0,Taiwan,73215012755,-0.18,2/17/2016 18:50,1,Focused,Asia,M2,D4,H18
56.16,25,66429.84,164.25,1,Cote d'Ivoire,47964234560,-0.21,1/22/2016 19:43,1,Seamless,Africa,M1,D6,H19
78.6,46,41768.13,254.59,1,Micronesia,843929640,-0.25,7/20/2016 13:21,0,Enhanced,Oceania,M7,D4,H13
78.29,38,57844.96,252.07,0,Liberia,3398419600,-0.25,1/5/2016 20:58,0,Networked,Africa,M1,D3,H20
43.83,45,35684.82,129.01,0,Saudi Arabia,6.45E+11,0.39,1/29/2016 5:39,1,Total,Asia,M1,D6,H5
77.31,32,62792.43,238.1,0,Nepal,24524098185,-0.23,6/17/2016 20:18,0,Assimilated,Asia,M6,D6,H20
39.86,28,51171.23,161.24,0,Ghana,56165172899,-0.2,2/23/2016 13:55,1,Ergonomic,Africa,M2,D3,H13
66.77,25,58847.07,141.13,0,Iran,73215012755,-0.18,7/9/2016 11:18,1,Cross-platform,Asia,M7,D7,H11
57.2,42,57739.03,110.66,0,New Zealand,1.89E+11,-0.06,3/19/2016 11:09,1,Innovative,Oceania,M3,D7,H11
73.15,25,64631.22,211.12,1,Libyan Arab Jamahiriya,11892806509,-0.24,1/29/2016 7:14,0,Face-to-face,Africa,M1,D6,H7
82.07,24,50337.93,193.97,0,Sri Lanka,88012262257,-0.17,6/14/2016 7:02,0,Monitored,Asia,M6,D3,H7
49.84,38,67781.31,135.24,1,United Arab Emirates,3.69E+11,0.12,5/18/2016 3:19,1,Phased,Asia,M5,D4,H3
43.97,36,68863.95,156.97,1,Indonesia,9.32E+11,0.68,1/30/2016 9:54,1,User-friendly,Asia,M1,D7,H9
77.25,27,55901.12,231.38,1,Saint Vincent and the Grenadines,14032401568,-0.24,4/25/2016 16:58,0,Pre-emptive,North America,M4,D2,H16
74.84,37,64775.1,246.44,1,Mongolia,11181350461,-0.24,1/14/2016 16:30,0,User-friendly,Asia,M1,D5,H16
83.53,36,67686.16,204.56,0,Honduras,21717622071,-0.23,7/6/2016 5:34,0,Customizable,North America,M7,D4,H5
38.63,48,57777.11,222.11,0,Papua New Guinea,20759069103,-0.23,4/7/2016 10:51,1,Cross-platform,Oceania,M4,D5,H10
84,48,46868.53,136.21,1,Kyrgyz Republic,6813092066,-0.25,4/17/2016 5:08,1,Inverse,Asia,M4,D1,H5
52.13,50,40926.93,118.27,1,Ethiopia,74296618481,-0.18,1/28/2016 17:03,1,Open-source,Africa,M1,D5,H17
71.83,40,22205.74,135.48,1,Rwanda,8690878328,-0.25,2/18/2016 22:42,1,Diverse,Africa,M2,D5,H22
78.36,24,58920.44,196.77,1,Kyrgyz Republic,6813092066,-0.25,6/24/2016 21:09,0,Multi-tiered,Asia,M6,D6,H21
50.18,35,63006.14,127.82,1,Grenada,1061640741,-0.25,6/20/2016 4:24,1,Customizable,North America,M6,D2,H4
64.67,51,24316.61,138.35,1,Togo,6031632168,-0.25,2/14/2016 16:33,1,Horizontal,Africa,M2,D1,H16
69.5,26,68348.99,203.84,0,Pakistan,3.14E+11,0.06,2/27/2016 13:51,0,Front-line,Asia,M2,D7,H13
65.22,30,66263.37,240.09,1,Falkland Islands (Malvinas),99937696000,-0.15,5/7/2016 15:16,0,Fully-configurable,South America,M5,D7,H15
62.06,40,63493.6,116.27,1,Jersey,62216885436,-0.19,3/16/2016 20:10,1,Digitized,Europe,M3,D4,H20
84.29,30,56984.09,160.33,1,Cayman Islands,4909498980,-0.25,6/26/2016 2:06,1,Team-oriented,North America,M6,D1,H2
32.91,37,51691.55,181.02,0,South Africa,3.24E+11,0.07,7/17/2016 14:26,1,Future-proofed,Africa,M7,D1,H14
39.5,31,49911.25,148.19,1,Micronesia,843929640,-0.25,1/28/2016 16:42,1,Operative,Oceania,M1,D5,H16
75.19,31,33502.57,245.76,1,Tajikistan,6992393787,-0.25,6/16/2016 18:04,0,Implemented,Asia,M6,D5,H18
76.21,31,65834.97,228.94,1,Bolivia,33941126200,-0.22,6/19/2016 23:21,0,Ameliorated,South America,M6,D1,H23
67.76,31,66176.97,242.59,0,Cameroon,33814337900,-0.22,5/24/2016 17:42,0,Programmable,Africa,M5,D3,H17
40.01,53,51463.17,161.77,0,Ecuador,99937696000,-0.15,3/1/2016 22:06,1,Sharable,South America,M3,D3,H22
52.7,41,41059.64,109.34,1,Zambia,20958412538,-0.23,1/31/2016 8:50,1,Team-oriented,Africa,M1,D1,H8
68.41,38,61428.18,259.76,0,Guinea-Bissau,1179004941,-0.25,4/30/2016 15:27,0,Grass-roots,Africa,M4,D7,H15
35.55,39,51593.46,151.18,0,Micronesia,843929640,-0.25,1/13/2016 20:38,1,Robust,Oceania,M1,D4,H20
74.54,24,57518.73,219.75,0,Bahamas,14032401568,-0.24,3/30/2016 16:15,0,Switchable,North America,M3,D4,H16
81.75,24,52656.13,190.08,1,Cape Verde,11892806509,-0.24,4/29/2016 18:53,0,Open-architected,Africa,M4,D6,H18
87.85,31,52178.98,210.27,1,French Polynesia,5497037293,-0.25,6/14/2016 19:48,0,Compatible,Oceania,M6,D3,H19
60.23,60,46239.14,151.54,1,Saudi Arabia,6.45E+11,0.39,7/15/2016 15:43,1,Seamless,Asia,M7,D6,H15
87.97,35,48918.55,149.25,1,France,2.47E+12,2.23,3/24/2016 5:38,0,Secured,Europe,M3,D5,H5
78.17,27,65227.79,192.27,1,Burundi,2639321161,-0.25,4/26/2016 20:57,0,Automated,Africa,M4,D3,H20
67.91,23,55002.05,146.8,1,Latvia,28083597512,-0.23,1/12/2016 3:28,1,Re-engineered,Europe,M1,D3,H3
85.77,27,52261.73,191.78,1,Morocco,1.12E+11,-0.14,4/9/2016 23:26,0,Implemented,Africa,M4,D7,H23
41.16,49,59448.44,150.83,1,Venezuela,99937696000,-0.15,3/28/2016 9:15,1,Configurable,South America,M3,D2,H9
53.54,39,47314.45,108.03,0,Palau,298300000,-0.25,6/23/2016 11:05,1,Optimized,Oceania,M6,D5,H11
73.94,26,55411.06,236.15,1,Isle of Man,6846691871,-0.25,1/24/2016 1:53,0,Front-line,Europe,M1,D1,H1
63.43,29,66504.16,236.75,1,Peru,1.92E+11,-0.06,4/15/2016 10:18,0,Ergonomic,South America,M4,D6,H10
84.59,36,47169.14,241.8,1,Belgium,4.76E+11,0.22,4/26/2016 13:13,0,Integrated,Europe,M4,D3,H13
70.13,31,70889.68,224.98,0,Croatia,52397494687,-0.2,5/16/2016 23:21,0,Profit-focused,Europe,M5,D2,H23
40.19,37,55358.88,136.99,0,France,2.47E+12,2.23,1/18/2016 2:51,1,Right-sized,Europe,M1,D2,H2
58.95,55,56242.7,131.29,1,Slovenia,44766722791,-0.21,6/20/2016 8:34,1,Proactive,Europe,M6,D2,H8
35.76,51,45522.44,195.07,0,Peru,1.92E+11,-0.06,7/18/2016 4:53,1,Versatile,South America,M7,D2,H4
59.36,49,46931.03,110.84,0,Belarus,47722657821,-0.21,7/1/2016 1:12,1,Universal,Europe,M7,D6,H1
